Steering wheel angle_ma1,Steering wheel angle_ma2,Steering wheel angle_ma3,Steering wheel angle_ma4,Steering wheel angle_ma5,Brake pedal force_ma1,Brake pedal force_ma2,Brake pedal force_ma3,Brake pedal force_ma4,Brake pedal force_ma5,Gas pedal_ma1,Gas pedal_ma2,Gas pedal_ma3,Gas pedal_ma4,Gas pedal_ma5,Brake pedal_ma1,Brake pedal_ma2,Brake pedal_ma3,Brake pedal_ma4,Brake pedal_ma5,Clutch pedal_ma1,Clutch pedal_ma2,Clutch pedal_ma3,Clutch pedal_ma4,Clutch pedal_ma5,Left turn_ma1,Left turn_ma2,Left turn_ma3,Left turn_ma4,Left turn_ma5,Right turn_ma1,Right turn_ma2,Right turn_ma3,Right turn_ma4,Right turn_ma5,Gear_ma1,Gear_ma2,Gear_ma3,Gear_ma4,Gear_ma5,speed_ma1,speed_ma2,speed_ma3,speed_ma4,speed_ma5,RPM_ma1,RPM_ma2,RPM_ma3,RPM_ma4,RPM_ma5,maniobra
-17.746666666666666,-17.746666666666666,-17.746666666666666,-17.746666666666666,-17.746666666666666,1.36,1.36,1.36,1.36,1.36,34967.57142857143,34967.57142857143,34967.57142857143,34967.57142857143,34967.57142857143,0.0,0.0,0.0,0.0,0.0,7636.428571428572,7636.428571428572,7636.428571428572,7636.428571428572,7636.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,36.425714285714285,36.425714285714285,36.425714285714285,36.425714285714285,36.425714285714285,2665.3145714285715,2665.3145714285715,2665.3145714285715,2665.3145714285715,2665.3145714285715,3step-Turning
-0.23800000000000002,-5.271219512195122,-5.271219512195122,-5.271219512195122,-5.271219512195122,1.36,1.36,1.36,1.36,1.36,29418.5,30886.731707317074,30886.731707317074,30886.731707317074,30886.731707317074,0.0,0.0,0.0,0.0,0.0,7754.8,7703.536585365854,7703.536585365854,7703.536585365854,7703.536585365854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,40.55633333333333,39.05756097560975,39.05756097560975,39.05756097560975,39.05756097560975,2958.2471333333333,2851.1573658536586,2851.1573658536586,2851.1573658536586,2851.1573658536586,3step-Turning
0.5826666666666668,-5.730666666666667,-5.788524590163934,-5.788524590163934,-5.788524590163934,1.36,1.36,1.36,1.36,1.36,13030.4,23545.216666666667,23731.213114754097,23731.213114754097,23731.213114754097,0.0,0.0,0.0,0.0,0.0,30794.466666666667,19240.366666666665,19048.180327868853,19048.180327868853,19048.180327868853,0.6333333333333333,0.31666666666666665,0.3114754098360656,0.3114754098360656,0.3114754098360656,0.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.9833333333333333,0.9836065573770492,0.9836065573770492,0.9836065573770492,43.062666666666665,40.525166666666664,40.41016393442623,40.41016393442623,40.41016393442623,2989.1616999999997,2883.8354333333336,2876.7624098360657,2876.7624098360657,2876.7624098360657,3step-Turning
-20.043333333333337,-6.143,-9.151358024691358,-9.151358024691358,-9.151358024691358,1.36,1.36,1.36,1.36,1.36,9454.933333333332,16615.55,21373.48148148148,21373.48148148148,21373.48148148148,0.0,0.0,0.0,0.0,0.0,48508.53333333333,30297.0,24422.037037037036,24422.037037037036,24422.037037037036,0.9333333333333333,0.6166666666666667,0.4567901234567901,0.4567901234567901,0.4567901234567901,0.0,0.0,0.0,0.0,0.0,1.5,1.25,1.1851851851851851,1.1851851851851851,1.1851851851851851,42.11333333333333,42.244,40.73555555555556,40.73555555555556,40.73555555555556,2254.546133333333,2676.3708333333334,2673.5043950617282,2673.5043950617282,2673.5043950617282,3step-Turning
7.447333333333334,-2.506,-3.5722000000000005,-3.6285148514851486,-3.6285148514851486,1.36,1.36,1.36,1.36,1.36,27366.4,17369.6,22736.41,22856.752475247526,22856.752475247526,0.0,0.0,0.0,0.0,0.0,19244.366666666665,33356.316666666666,23097.07,22942.811881188118,22942.811881188118,0.26666666666666666,0.6166666666666667,0.37,0.36633663366336633,0.36633663366336633,0.0,0.0,0.0,0.0,0.0,2.0,1.5833333333333333,1.35,1.3465346534653466,1.3465346534653466,41.57733333333333,42.2495,41.0282,40.95376237623762,40.95376237623762,2573.0623333333338,2586.164583333333,2696.14946,2693.735910891089,2693.735910891089,3step-Turning
4.944,0.17266666666666677,0.2994000000000001,-2.8325619834710745,-2.8325619834710745,1.36,1.36,1.36,1.36,1.36,12960.0,15827.2,16629.17,19811.867768595042,19811.867768595042,0.0,0.0,0.0,0.0,0.0,40439.166666666664,36764.13333333333,32074.22,27832.95041322314,27832.95041322314,0.0,0.3,0.37,0.30578512396694213,0.30578512396694213,0.0,0.0,0.0,0.0,0.0,2.0,1.9333333333333333,1.55,1.4545454545454546,1.4545454545454546,42.190666666666665,41.90866666666667,42.146,41.15322314049587,41.15322314049587,2466.7648333333336,2369.293883333333,2616.68534,2625.1251239669423,2625.1251239669423,3step-Turning
3.3913333333333333,7.772,-0.5882,-1.9499290780141845,-1.9499290780141845,3.934,2.6470000000000002,2.1322,1.9076595744680853,1.9076595744680853,0.0,11099.733333333334,11308.8,17001.673758865247,17001.673758865247,871.6333333333333,435.81666666666666,261.49,185.45390070921985,185.45390070921985,64244.46666666667,44577.7,43370.02,32998.914893617024,32998.914893617024,0.0,0.0,0.37,0.2624113475177305,0.2624113475177305,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.75,1.5319148936170213,1.5319148936170213,40.702666666666666,41.3995,41.8219,41.01808510638298,41.01808510638298,1581.0671666666667,2150.7324,2287.00348,2451.0482269503545,2451.0482269503545,3step-Turning
3.08,2.552333333333333,1.3976000000000002,-0.029066666666666584,-1.3250931677018634,22.210666666666665,11.785333333333334,7.6152,5.530133333333334,5.245217391304348,0.0,1478.4,9496.32,13422.9,14889.664596273293,7058.866666666667,3529.4333333333334,2117.66,1411.7733333333333,1315.3167701863354,64253.0,60344.71666666667,47759.68,39031.37333333334,36881.4099378882,0.0,0.0,0.18,0.24666666666666667,0.22981366459627328,0.0,0.0,0.0,0.0,0.0,1.9333333333333333,1.9666666666666666,1.94,1.62,1.5776397515527951,34.553999999999995,38.123000000000005,39.5869,40.260266666666666,39.8988198757764,1142.4055999999998,1584.60665,1916.6121899999998,2259.9579200000003,2280.3958136645965,3step-Turning
54.92466666666666,29.105666666666664,21.448600000000003,11.827866666666665,7.754696132596685,29.266000000000002,20.386166666666668,12.775699999999999,8.970466666666667,7.667016574585635,0.0,0.0,6659.84,8936.96,13244.397790055249,9446.866666666667,6441.016666666666,3864.61,2576.4066666666668,2135.1436464088397,64253.0,64253.0,52447.82,46565.746666666666,39905.89502762431,0.0,0.0,0.0,0.24666666666666667,0.20441988950276244,0.0,0.0,0.0,0.0,0.0,0.6,1.3,1.58,1.4866666666666666,1.4033149171270718,17.822333333333333,28.26016666666667,33.755700000000004,36.68006666666666,36.879281767955796,987.0972999999999,1146.4694166666666,1698.74449,2004.1376599999999,2134.9630110497237,3step-Turning
77.07066666666667,47.30266666666667,29.296999999999997,18.0212,12.862400000000001,5.737333333333334,19.099166666666665,12.775699999999999,8.970466666666667,7.067850000000001,0.0,0.0,887.04,6330.88,11811.725,1482.0333333333333,6005.2,3864.61,2576.4066666666668,1932.305,64253.0,64253.0,61908.03,53233.986666666664,42502.55,0.0,0.0,0.0,0.18666666666666668,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1.18,1.3533333333333333,1.265,3.2640000000000002,15.3375,25.6747,31.117466666666665,33.35145,932.0852,988.4953,1328.4019100000003,1706.6003066666667,2012.2756849999998,3step-Turning
54.89066666666667,68.968,42.6748,30.097599999999996,21.4871,1.36,9.960833333333333,12.775700000000002,8.970466666666667,7.067850000000001,298.6666666666667,149.33333333333334,89.6,6124.373333333333,8359.385,0.0,2911.5833333333335,3864.61,2576.4066666666668,1932.305,63896.73333333333,64074.86666666667,64146.12,53616.706666666665,48110.17,0.0,0.0,0.0,0.05333333333333334,0.185,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.86,1.24,1.205,0.34,4.7015,17.2626,25.445266666666665,29.704300000000003,912.7489666666667,932.69745,1054.65433,1521.5341066666667,1835.669835,3step-Turning
